id,names,voteID
67000340028,臺南市北區裕民里,201601
67000340027,臺南市北區國興里,201601
67000340026,臺南市北區大港里,201601
67000340025,臺南市北區文元里,201601
67000340024,臺南市北區成功里,201601
67000340023,臺南市北區正覺里,201601
67000340022,臺南市北區六甲里,201601
67000340021,臺南市北區國姓里,201601
67000340020,臺南市北區和順里,201601
67000340019,臺南市北區重興里,201601
67000340018,臺南市北區大豐里,201601
67000340017,臺南市北區興北里,201601
67000340016,臺南市北區延平里,201601
67000340015,臺南市北區正風里,201601
67000340014,臺南市北區小康里,201601
67000340013,臺南市北區實踐里,201601
67000340012,臺南市北區光武里,201601
67000340011,臺南市北區大道里,201601
67000340009,臺南市北區大仁里,201601
67000340008,臺南市北區仁愛里,201601
67000340007,臺南市北區振興里,201601
67000340006,臺南市北區華興里,201601
67000340005,臺南市北區力行里,201601
67000340004,臺南市北區東興里,201601
67000340003,臺南市北區勝安里,201601
67000340002,臺南市北區新勝里,201601
67000340001,臺南市北區開元里,201601
67000330040,臺南市南區鹽埕里,201801
67000330039,臺南市南區南華里,201601
67000330038,臺南市南區永寧里,201601
67000330037,臺南市南區松安里,201601
67000330036,臺南市南區鯤鯓里,201601
